"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",114.300315178985,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",138.542945834166,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",141.048634996081,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",145.290003638749,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",149.435583452648,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",155.315777922229,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",160.132590957571,
"POL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",163.298265647655,
"POL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",121.322142497035,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",122.040202479182,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",123.265955411999,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",125.018457230199,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",128.073197338564,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",132.698423210891,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",140.051788304203,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",145.635539375124,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",150.281563336121,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",158.79966212902,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",161.058713573709,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",165.581120839814,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",171.54514665045,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",177.17501895321,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",181.901634901128,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",187.396516210263,
"PRT","HOUSECOST","RENT","IDX2015","Q","2020-Q4",111.519607637183,
"PRT","HOUSECOST","RENT","IDX2015","Q","2021-Q1",111.933700950278,
"PRT","HOUSECOST","RENT","IDX2015","Q","2021-Q2",112.429408525859,
"PRT","HOUSECOST","RENT","IDX2015","Q","2021-Q3",113.029780113583,
"PRT","HOUSECOST","RENT","IDX2015","Q","2021-Q4",113.641910410281,
"PRT","HOUSECOST","RENT","IDX2015","Q","2022-Q1",114.341118081245,
"PRT","HOUSECOST","RENT","IDX2015","Q","2022-Q2",115.304853884354,
"PRT","HOUSECOST","RENT","IDX2015","Q","2022-Q3",116.236612941232,
"PRT","HOUSECOST","RENT","IDX2015","Q","2022-Q4",116.946281534988,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",147.047587868255,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",146.824878932921,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",150.553461102333,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",157.33338475199,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",162.62273185025,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",167.72888572781,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",175.664423171422,
"SVK","HOUSECOST","RENT","IDX2015","Q","2020-Q4",103.674993622373,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q1",103.776712056674,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q2",103.5183499585,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q3",103.507131612818,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q4",104.725706372007,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q1",105.122208105997,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q2",107.552185941202,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.205136074316,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q4",110.814703631128,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",128.182851433903,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",128.212348481025,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",131.291354739224,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",133.058714610251,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",136.218260220907,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",139.157114602914,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",141.867669380545,
"ESP","HOUSECOST","RENT","IDX2015","Q","2020-Q4",104.652239252682,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q1",104.773599328498,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q2",104.856079265241,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q3",104.990062882034,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q4",105.199979515212,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q1",105.589017537464,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q2",106.154787880696,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q3",106.592254497692,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q4",106.952894773402,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",125.366457031291,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",129.025033018402,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",133.558130373598,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",136.227445561003,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.039391044507,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",142.273887332808,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",143.030871768653,
"SWE","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.441578427724,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q1",106.545985868549,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q2",106.989482303677,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.393218959904,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q4",107.724223584195,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.381470824675,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q2",108.774434511311,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.085013917811,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q4",109.429991637559,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",117.561264708254,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",119.534857817117,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",121.538473351325,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",124.960518032477,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",127.31815079553,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",129.932400875367,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",132.197125060413,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",133.947275458049,
"CHE","HOUSECOST","RENT","IDX2015","Q","2020-Q4",103.247661388402,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q1",103.508132808768,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q2",103.896556129748,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q3",104.325756146914,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q4",104.667513274774,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q1",104.991821305126,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q2",105.37402875546,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q3",105.707761842715,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q4",105.895679176625,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",192.528010040728,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",203.224516409303,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",215.770490119289,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",241.536447312811,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",289.604546224891,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",396.253434348675,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",528.099212781636,
"TUR","HOUSECOST","RENT","IDX2015","Q","2020-Q4",161.617236631094,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q1",165.877960830282,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",169.964337979354,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",174.178633587383,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",180.500233076922,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",191.363655129941,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",204.560502129176,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",228.681049812808,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",252.013049096355,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",123.975,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",127.844,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",129.407,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",130.585,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",134.631,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",139.87,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",143.393,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",147.104,
"GBR","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.059563373456,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q1",106.466592245339,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",106.811374320707,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.251564843854,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",108.063320377155,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.973190593907,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",110.117123195633,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",111.527878017813,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",112.571010893663,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",142.025198320112,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",147.284181054596,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",154.745683621092,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",161.418572095194,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",167.260849276715,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",175.114325711619,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",182.081194587028,
"USA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",120.196361807123,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",120.704404448509,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",121.365824906839,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",122.341930833466,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",123.835513048337,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",125.690005443468,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",127.760411128509,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",130.601792877523,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q4",132.565334173205,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",104.656989722734,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",104.873278906864,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",105.089550897102,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",105.305954471341,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",105.522508422369,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",105.738788138416,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",105.955068299306,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",106.171468442521,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",148.890831180161,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",157.094979870152,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",161.571764375401,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",166.958367282905,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",172.309533321475,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",170.18309586069,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",174.613893114993,
"CHL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",124.161762224625,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",124.742070135758,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",125.244995530414,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",125.828259949099,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",126.798586427295,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",128.074952992956,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",129.459862740808,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",131.653988137589,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",133.489738355581,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",147.056217528615,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",148.675881578767,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",149.945011382226,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",150.684946471921,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",151.099264875481,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",136.804703297119,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",139.568097307959,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",142.431362596201,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",145.015736660606,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",148.413803442982,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",149.416796334038,
"COL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",118.299126470637,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",118.733906321325,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",119.158299059509,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",119.760778763896,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",120.662463686814,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",121.336802715459,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",122.549332213308,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",123.634138517668,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",124.550942265199,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",135.868621509366,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",143.569613585017,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",148.611002245355,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",155.285148729905,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",163.644707669196,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",173.56211540953,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",189.242344061219,
"EST","HOUSECOST","RENT","IDX2015","Q","2020-Q4",123.721121670391,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q1",123.704739083932,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q2",125.244196743636,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q3",132.551712518853,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q4",138.016151653579,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q1",143.086140630354,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q2",162.104520029706,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q3",167.912667471593,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q4",167.152004688415,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",130.602263052908,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",132.362982605446,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",131.808807565558,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",132.150532515871,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",134.67167730011,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",134.696154485535,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",136.368317390006,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",114.310435837563,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",114.54569795772,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",115.06402954497,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",115.491868642279,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",115.979251152077,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",116.580111375235,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",117.048949407517,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",118.51818162703,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",120.463855206297,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",123.846136318102,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",127.569668345064,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",132.425340131032,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",138.742324129732,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",145.447672353618,
"ISR","HOUSECOST","RENT","IDX2015","Q","2020-Q4",107.210672073429,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q1",107.413130206629,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",107.799503624361,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.975599243754,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",108.346566925257,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.875370625982,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",109.59094277237,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",111.291967688271,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",112.514118913117,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",148.028104157961,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",151.606973125445,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",158.46888938107,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",164.657114712475,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",171.847022759468,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",178.112952672805,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",184.620128324037,
"LVA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",104.290062036085,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",104.788963370305,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",105.971151914832,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",106.517967780783,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",108.566538226311,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",107.850879312579,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",112.044472165974,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",112.033905037688,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q4",108.205133793852,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",147.104532941267,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",153.434523147545,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",157.995664694782,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",167.733145230245,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",176.196666944696,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",182.782800175317,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",192.867798151401,
"LTU","HOUSECOST","RENT","IDX2015","Q","2020-Q4",131.394635325231,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q1",130.95286230513,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q2",130.944032512088,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q3",131.941982227085,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q4",133.678330640185,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q1",142.317239734411,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q2",149.655841100893,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q3",156.96538798503,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q4",162.200024255328,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",153.518945586326,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",158.837056219345,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",170.021020425795,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",179.922631455049,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",192.291291935651,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",208.468108594398,
"RUS","HOUSECOST","RENT","IDX2015","Q","2020-Q4",109.288305781943,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q1",110.174596703813,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q2",111.711981763306,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q3",114.312174069532,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q4",117.390047460856,
"RUS","HOUSECOST","RENT","IDX2015","Q","2022-Q1",120.033339273057,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",138.601751020007,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",142.769604951763,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",148.371106864953,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",153.609738339992,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",160.519549841742,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",166.912387561472,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",171.536380669517,
"SVN","HOUSECOST","RENT","IDX2015","Q","2020-Q4",112.51531419504,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q1",112.956897700366,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q2",115.242922591361,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q3",121.944881677665,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q4",129.559207617472,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q1",133.04512582545,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q2",143.980132509777,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q3",145.233261013495,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q4",147.79286073931,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",124.044689888275,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",124.267689330777,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",125.360686598284,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",127.093682265794,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",128.354679113302,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",129.241676895808,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",130.112674718313,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",131.27667180832,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2020-Q4",122.623584650495,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q1",122.848694734096,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q2",122.950268939065,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q3",123.307378736721,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q4",123.835982237234,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q1",124.53924615056,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q2",125.524705114607,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q3",126.458556965398,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q4",127.073950458121,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",127.390081421729,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",129.740637312623,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",132.737820322865,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",136.569417796942,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.532124564256,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",142.390831142612,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",145.093950531588,
"EA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.733399806447,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",107.070431239415,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",107.390846092274,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.601388714615,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",107.957333953696,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.340932514095,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",108.938419532074,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.592898014618,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q4",110.06774993967,
